Label,Httpchk,Rank,domain_registration_length,age_domain,ssl,Having_IP,URL_Length,urlpath_length,Host_Length,Tokens,No_of_specialchar,No_of_slash,No_of_hyphen,Dots_in_url,Security_sensitive,getASN,tiny_url,Redirection_//_symbol,i_frame,links_in_tags,url_of_anchor
1,1,1,-1,-1,1,0,1,51,20,10,12,0,0,1,0,2614,0,0,-1,-1,-1
1,1,0,-1,-1,1,0,0,0,17,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,1,1,0,1,0,0,8,10,4,5,0,0,0,0,11281,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,23,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,27,50,11,12,0,4,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,59,22,10,11,1,0,0,0,46606,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,5,19,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,5,19,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,1,42,24,7,9,0,0,0,0,32392,1,0,0,0,0
1,0,-1,-1,-1,1,0,0,0,15,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,0,29,18,8,9,0,0,0,0,46606,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,5,17,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,0,0,1,0,0,10,10,4,5,0,0,0,0,32392,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,0,64,8,9,0,2,1,0,-1,1,0,-1,-1,-1
1,1,0,-1,-1,1,0,0,0,23,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,16,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,24,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,13,31,11,12,0,2,1,0,55081,0,0,-1,-1,-1
1,0,1,-1,-1,-1,0,1,31,23,14,16,0,0,1,0,46606,0,0,0,0,0
1,1,-1,-1,-1,1,0,1,0,64,8,9,0,2,1,0,-1,1,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,32,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,0,4,27,5,6,0,0,0,0,32392,0,0,0,0,0
1,0,-1,1,0,-1,0,1,30,18,8,9,0,0,0,1,20013,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,0,33,6,7,0,2,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,0,0,1,1,29,10,15,0,0,0,0,-1,0,0,0,0,0
1,0,0,-1,-1,1,0,0,0,35,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,1,0,1,0,0,11,15,5,6,0,0,0,0,44050,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,11,15,11,13,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,0,0,1,13,6,7,8,0,0,0,0,24940,0,0,0,0,1
1,1,1,1,0,-1,0,0,17,18,4,6,0,0,0,0,46606,1,0,0,0,4
1,0,1,-1,-1,1,0,0,0,25,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,23,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,15,8,57,89,0,0,1,0,29761,0,0,-1,-1,-1
1,0,-1,1,0,1,0,0,9,20,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,29,6,7,0,2,0,1,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,28,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,1,0,0,14,33,7,8,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,28,13,6,7,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,25,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,0,1,0,-1,0,1,50,24,11,19,0,0,0,0,-1,0,0,0,0,0
1,1,0,-1,-1,1,0,0,0,23,4,5,0,0,0,0,-1,1,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,33,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,33,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,0,0,1,0,1,22,26,7,8,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,0,0,1,1,20,10,16,0,0,0,0,-1,0,0,0,0,0
1,0,-1,-1,-1,-1,0,0,7,27,4,5,0,0,0,0,40034,0,0,0,0,0
1,1,-1,-1,-1,-1,0,0,5,16,4,5,0,0,0,0,46606,0,0,0,93,12
1,1,-1,-1,-1,1,0,0,26,18,6,7,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,11,22,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,1,-1,-1,-1,0,0,11,14,5,6,0,0,0,0,-1,0,0,0,0,0
1,0,-1,-1,-1,1,0,1,23,41,10,12,0,1,0,1,-1,0,0,-1,-1,-1
1,0,0,0,-1,-1,0,1,19,48,13,14,0,4,1,1,-1,0,0,0,0,0
1,1,-1,-1,-1,1,0,1,17,37,8,9,0,3,0,1,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,0,3,20,4,5,0,0,0,0,46606,0,0,0,0,2
1,1,-1,-1,-1,1,0,0,23,11,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,0,57,8,9,0,2,1,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,13,56,12,13,0,2,1,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,0,0,1,10,19,9,10,0,1,0,0,15975,0,0,0,1,0
1,1,-1,-1,-1,-1,0,0,5,21,4,5,0,0,0,0,46606,0,0,0,0,2
1,0,-1,-1,-1,1,0,0,0,26,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,0,9,12,5,6,0,0,0,0,60262,0,0,0,0,0
1,1,-1,0,0,1,0,1,48,12,6,7,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,29,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,1,32,18,6,7,0,0,0,0,32392,0,0,0,0,0
1,1,-1,1,0,-1,0,1,40,27,6,7,0,0,0,0,32392,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,0,12,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,1,0,-1,0,1,31,26,13,15,0,0,0,0,46606,0,0,0,0,0
1,0,-1,-1,-1,1,0,0,0,27,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,1,54,24,14,16,0,0,0,1,6428,0,0,0,23,2
1,1,1,-1,-1,-1,0,1,13,34,9,10,0,1,0,0,54641,0,0,0,0,0
1,1,0,-1,-1,-1,0,1,133,35,11,12,1,0,0,0,8151,0,0,0,0,0
1,0,-1,-1,-1,1,0,0,0,16,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,11,22,11,13,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,22,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,0,0,1,229,19,6,7,0,0,0,0,-1,0,0,0,16,6
1,1,-1,1,-1,1,0,1,46,17,6,8,0,0,0,1,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,0,16,8,5,6,0,0,0,0,29761,0,0,0,0,0
1,0,-1,0,0,-1,0,0,9,19,4,5,0,0,0,0,18229,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,0,21,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,23,5,6,0,2,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,0,0,1,17,12,10,12,0,0,0,0,-1,0,0,0,0,0
1,1,-1,0,0,-1,0,0,23,15,7,8,0,0,0,0,46606,0,0,0,0,2
1,0,-1,-1,-1,1,0,0,0,25,5,6,0,2,0,0,-1,0,0,-1,-1,-1
1,0,-1,1,0,1,0,0,26,18,8,9,0,1,0,1,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,22,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,24,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,1,22,21,22,24,0,0,0,0,40395,0,0,0,0,0
1,0,-1,-1,-1,-1,0,1,1,21,6,8,0,0,0,0,15169,1,0,0,0,47
1,1,-1,-1,-1,-1,0,1,22,13,12,17,0,0,0,0,46606,1,0,0,0,0
1,1,-1,-1,-1,1,0,0,5,16,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,16,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,1,51,9,10,11,0,0,0,0,3,0,0,0,0,0
1,0,-1,-1,-1,-1,0,0,19,19,5,6,0,0,0,0,-1,0,0,0,0,0
1,0,-1,1,-1,1,0,1,11,25,9,12,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,0,20,14,5,6,0,0,0,0,32392,0,0,0,0,4
1,1,-1,-1,-1,1,0,0,0,11,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,75,29,24,27,0,0,1,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,32,5,6,0,2,0,0,-1,0,0,-1,-1,-1
1,1,1,-1,-1,-1,0,0,14,33,7,8,0,1,0,0,16276,0,0,0,0,1
1,0,-1,-1,-1,1,0,1,1,12,16,26,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,29,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,21,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,60,27,15,17,0,1,0,1,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,0,0,23,6,7,0,1,0,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,0,0,27,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,28,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,33,6,7,0,2,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,6,15,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,5,15,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,6,17,5,6,0,1,0,1,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,5,19,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,30,25,9,10,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,33,7,8,0,0,1,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,11,23,7,8,0,0,0,1,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,19,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,35,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,28,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,0,0,29,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,28,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,0,5,28,5,6,0,0,0,0,26496,0,0,0,2,1
1,0,-1,-1,-1,-1,0,1,53,28,10,11,1,0,0,0,26496,0,0,0,2,1
1,0,-1,-1,-1,1,0,0,0,30,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,42,7,8,0,3,0,1,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,1,33,13,8,10,0,0,0,0,46606,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,0,26,6,7,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,0,-1,0,0,8,28,6,7,0,0,0,0,26496,0,0,0,7,18
1,1,1,-1,-1,0,0,0,7,8,5,6,0,0,0,0,-1,0,0,0,0,9
1,0,1,-1,-1,1,0,0,0,27,7,8,0,1,1,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,0,0,31,6,7,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,8,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,0,-1,-1,1,0,1,34,20,7,9,0,0,0,0,-1,0,0,-1,-1,-1
1,0,0,-1,-1,1,0,1,34,20,7,9,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,0,8,7,4,5,0,0,0,0,4766,0,0,0,0,0
1,1,-1,1,-1,0,0,1,29,38,14,16,1,0,1,1,237,1,0,0,0,0
1,1,0,-1,-1,-1,0,0,6,20,5,6,0,0,0,0,-1,0,0,0,0,0
1,1,0,-1,-1,-1,0,0,13,20,7,8,0,0,0,0,-1,0,0,0,0,0
1,0,0,-1,-1,0,0,1,64,16,20,21,0,0,1,0,35357,0,0,0,0,2
1,0,0,-1,-1,-1,0,0,5,24,8,9,0,3,0,0,-1,0,0,0,0,0
1,0,0,-1,-1,1,0,0,0,45,7,8,0,1,1,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,1,1,31,13,15,0,2,1,0,-1,0,0,0,0,3
1,1,-1,-1,-1,-1,0,0,11,14,5,7,0,0,0,0,16626,0,0,0,0,2
1,1,-1,-1,-1,1,0,0,0,25,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,1,0,1,0,0,17,24,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,4,17,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,8,17,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,18,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,1,-1,1,0,0,7,16,8,10,0,2,0,1,23312,0,0,-1,-1,-1
1,1,1,1,0,0,0,1,68,32,7,8,0,0,0,0,11878,0,0,0,0,1
1,1,-1,-1,-1,1,0,1,0,64,8,9,0,2,1,0,-1,1,0,-1,-1,-1
1,0,-1,1,0,1,0,1,17,46,12,14,0,4,0,1,-1,1,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,19,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,1,67,38,17,18,0,2,0,0,-1,0,0,0,0,0
1,0,-1,-1,-1,1,0,0,0,16,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,7,24,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,8,30,7,8,0,0,1,0,-1,0,0,-1,-1,-1
1,0,0,-1,-1,-1,0,1,37,27,7,8,0,0,0,0,44050,0,0,0,0,0
1,0,-1,1,0,1,0,1,26,22,9,10,0,1,0,1,-1,0,0,-1,-1,-1
1,0,-1,0,0,-1,0,1,58,15,15,17,0,0,0,1,46606,0,0,0,0,0
1,0,-1,0,0,-1,0,1,58,15,15,17,0,0,0,1,46606,0,0,0,0,0
1,0,-1,0,0,-1,0,1,58,15,15,17,0,0,0,1,46606,0,0,0,0,0
1,0,-1,0,0,-1,0,1,58,15,15,17,0,0,0,1,46606,0,0,0,0,0
1,0,-1,-1,-1,1,0,0,11,16,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,0,-1,-1,-1,0,0,14,27,6,7,0,0,0,0,702,0,0,0,0,6
1,0,0,-1,-1,-1,0,0,14,26,6,7,0,0,0,0,702,0,0,0,0,6
1,0,-1,-1,-1,1,0,1,19,13,17,21,0,0,1,2,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,5,20,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,0,13,21,6,7,0,0,0,0,-1,0,0,0,0,2
1,0,-1,-1,-1,1,0,1,6,24,14,19,0,0,1,1,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,8,17,13,21,0,0,1,1,4766,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,21,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,29,6,7,0,0,1,0,-1,0,0,-1,-1,-1
1,1,0,-1,-1,1,0,0,0,32,5,6,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,0,16,15,7,8,0,1,0,0,48031,0,0,0,0,0
1,1,-1,-1,-1,1,0,1,46,22,6,8,0,0,0,1,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,46,22,6,8,0,0,0,1,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,65,22,6,7,0,0,0,1,-1,0,0,-1,-1,-1
1,0,0,-1,-1,1,0,0,9,6,4,5,0,0,0,0,3257,1,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,16,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,1,36,22,11,12,0,0,1,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,0,18,16,6,7,0,0,0,0,36351,0,0,0,0,0
1,0,1,-1,-1,1,0,1,178,11,14,20,0,1,0,0,46606,0,0,-1,-1,-1
1,1,-1,-1,-1,-1,0,1,33,24,8,9,0,0,0,1,24940,0,0,0,0,1
1,0,-1,-1,-1,-1,0,0,21,24,6,7,0,0,0,0,24940,0,0,0,0,1
1,0,-1,1,0,1,0,1,49,18,7,8,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,22,23,6,8,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,11,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,11,4,5,0,1,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,10,16,5,6,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,17,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,0,0,0,8,16,4,5,0,0,0,0,59590,0,0,0,10,11
1,1,-1,-1,-1,1,0,0,0,36,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,0,0,1,6,25,6,8,0,0,0,0,35893,0,0,0,0,1
1,1,-1,-1,-1,1,0,0,0,30,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,20,3,4,0,0,0,0,-1,0,0,-1,-1,-1
1,1,1,1,0,-1,0,0,11,13,5,6,0,0,0,0,-1,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,0,42,6,7,0,2,0,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,1,46,20,9,10,0,0,0,0,-1,0,0,-1,-1,-1
1,0,1,-1,-1,1,0,1,46,20,9,10,0,0,0,0,-1,0,0,-1,-1,-1
1,1,1,-1,-1,1,0,1,51,20,10,12,0,0,1,0,2614,0,0,-1,-1,-1
1,0,-1,-1,-1,-1,0,0,8,12,4,5,0,0,0,0,32392,0,0,0,0,0
1,1,-1,-1,-1,-1,0,0,16,9,5,6,0,0,0,0,29761,0,0,0,0,0
1,1,0,-1,-1,1,0,0,0,17,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,0,-1,-1,1,0,0,0,38,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,0,1,1,0,1,0,0,8,10,4,5,0,0,0,0,11281,0,0,-1,-1,-1
1,0,1,1,0,1,0,0,4,10,4,5,0,0,0,0,11281,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,0,0,23,4,5,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,0,0,1,1,31,12,20,0,0,1,0,-1,0,0,0,-1,0
1,0,-1,1,0,1,0,1,30,24,6,7,0,0,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,27,50,11,12,0,4,0,0,-1,0,0,-1,-1,-1
1,0,-1,-1,-1,1,0,0,0,41,7,8,0,3,0,0,-1,0,0,-1,-1,-1
1,1,-1,-1,-1,1,0,1,59,22,10,11,1,0,0,0,46606,0,0,-1,-1,-1
1,1,0,0,-1,-1,0,1,40,25,12,13,1,1,1,0,-1,0,0,0,0,0
1,1,-1,-1,-1,1,0,0,5,19,4,5,0,0,0,0,-1,0,0,-1,-1,-1
